,Date,Open,High,Low,Close,Adj Close,Volume,Ticker
0,12-12-1980,0.128347993,0.128905997,0.128347993,0.128347993,0.099057734,469033600,AAPL
1,15-12-1980,0.122210003,0.122210003,0.121652,0.121652,0.093889833,175884800,AAPL
2,16-12-1980,0.113280997,0.113280997,0.112723,0.112723,0.086998552,105728000,AAPL
3,17-12-1980,0.115512997,0.116071001,0.115512997,0.115512997,0.089151815,86441600,AAPL
4,18-12-1980,0.118862003,0.119419999,0.118862003,0.118862003,0.091736555,73449600,AAPL
5,19-12-1980,0.126115993,0.126673996,0.126115993,0.126115993,0.0973351,48630400,AAPL
6,22-12-1980,0.132254005,0.132813007,0.132254005,0.132254005,0.102072358,37363200,AAPL
7,23-12-1980,0.137834996,0.138393,0.137834996,0.137834996,0.10637974,46950400,AAPL
8,24-12-1980,0.145089001,0.145647004,0.145089001,0.145089001,0.111978285,48003200,AAPL
