Date,Open,High,Low,Close,Adj Close,Volume,Ticker
1981-03-19,0.1143969968,0.1143969968,0.1138390005,0.1138390005,0.08785984665,37811200,AAPL
1981-03-20,0.1149550006,0.1160710007,0.1149550006,0.1149550006,0.08872111887,14604800,AAPL
1981-03-23,0.1194199994,0.1205359995,0.1194199994,0.1194199994,0.09216719121,22019200,AAPL
1981-03-24,0.1194199994,0.1194199994,0.1188620031,0.1188620031,0.0917365551,28156800,AAPL
1981-03-25,0.117746003,0.117746003,0.116628997,0.116628997,0.0900131166,7056000,AAPL
1981-03-26,0.1149550006,0.1149550006,0.1143969968,0.1143969968,0.08829052001,12275200,AAPL
1981-03-27,0.1110489964,0.1110489964,0.1104910001,0.1104910001,0.08527588844,12252800,AAPL
1981-03-30,0.1104910001,0.1116070002,0.1104910001,0.1104910001,0.08527588844,9900800,AAPL
1981-03-31,0.1104910001,0.1104910001,0.109375,0.109375,0.08441456407,15993600,AAPL
1981-04-01,0.1088170037,0.1088170037,0.1082589999,0.1082589999,0.0835532546,34070400,AAPL
1981-04-02,0.117746003,0.1183039993,0.117746003,0.117746003,0.09087521583,31404800,AAPL
1981-04-03,0.1183039993,0.1188620031,0.1183039993,0.1183039993,0.09130588174,16486400,AAPL
1981-04-06,0.116628997,0.116628997,0.1160710007,0.1160710007,0.08958248049,22803200,AAPL
1981-04-07,0.1155129969,0.1155129969,0.1149550006,0.1149550006,0.08872111887,10684800,AAPL
1981-04-08,0.1205359995,0.1216519997,0.1205359995,0.1205359995,0.09302853793,21952000,AAPL
1981-04-09,0.1227679998,0.1233260036,0.1227679998,0.1227679998,0.09475117177,12499200,AAPL
1981-04-10,0.1244420037,0.125,0.1244420037,0.1244420037,0.09604313225,33465600,AAPL
1981-04-13,0.1244420037,0.125,0.1244420037,0.1244420037,0.09604313225,16060800,AAPL
1981-04-14,0.1244420037,0.125,0.1244420037,0.1244420037,0.09604313225,6652800,AAPL
1981-04-15,0.1188620031,0.1188620031,0.1183039993,0.1183039993,0.09130588174,34048000,AAPL
1981-04-16,0.1121649966,0.1121649966,0.1116070002,0.1116070002,0.08613722026,23878400,AAPL
1981-04-20,0.1149550006,0.1155129969,0.1149550006,0.1149550006,0.08872111887,35347200,AAPL
1981-04-21,0.1227679998,0.1233260036,0.1227679998,0.1227679998,0.09475117177,28537600,AAPL
1981-04-22,0.1272320002,0.127790004,0.1272320002,0.1272320002,0.09819641709,18995200,AAPL
1981-04-23,0.1305799931,0.1311379969,0.1305799931,0.1305799931,0.1007803455,58016000,AAPL
1981-04-24,0.1305799931,0.1305799931,0.1294640005,0.1294640005,0.09991908073,35056000,AAPL
1981-04-27,0.1289059967,0.1289059967,0.1283479929,0.1283479929,0.09905773401,38528000,AAPL
1981-04-28,0.1266739964,0.1266739964,0.1261159927,0.1261159927,0.09733510017,32188800,AAPL
1981-04-29,0.125,0.125,0.1244420037,0.1244420037,0.09604313225,13641600,AAPL
1981-04-30,0.1266739964,0.127790004,0.1266739964,0.1266739964,0.09776575863,12611200,AAPL
1981-05-01,0.1266739964,0.127790004,0.1266739964,0.1266739964,0.09776575863,16553600,AAPL
1981-05-04,0.1266739964,0.1266739964,0.1261159927,0.1261159927,0.09733510017,14448000,AAPL
1981-05-05,0.1261159927,0.1261159927,0.1255580038,0.1255580038,0.09690445662,17539200,AAPL
1981-05-06,0.1227679998,0.1227679998,0.1222100034,0.1222100034,0.09432052076,18950400,AAPL
1981-05-07,0.1238839999,0.1244420037,0.1238839999,0.1238839999,0.09561247379,9363200,AAPL
1981-05-08,0.125,0.1255580038,0.125,0.125,0.09647375345,7907200,AAPL
1981-05-11,0.1227679998,0.1227679998,0.1222100034,0.1222100034,0.09432052076,11939200,AAPL
1981-05-12,0.1222100034,0.1238839999,0.1222100034,0.1222100034,0.09432052076,4256000,AAPL
1981-05-13,0.1222100034,0.1233260036,0.1216519997,0.1216519997,0.0938898325,4905600,AAPL
1981-05-14,0.1210940033,0.1210940033,0.1199780032,0.1199780032,0.09259780496,4928000,AAPL
1981-05-15,0.1227679998,0.1244420037,0.1227679998,0.1227679998,0.09475117177,4905600,AAPL
1981-05-18,0.125,0.1261159927,0.125,0.125,0.09647375345,4166400,AAPL
1981-05-19,0.1233260036,0.1233260036,0.1227679998,0.1227679998,0.09475117177,25424000,AAPL
1981-05-20,0.1266739964,0.127790004,0.1266739964,0.1266739964,0.09776575863,13283200,AAPL
1981-05-21,0.1339289993,0.1344870031,0.1339289993,0.1339289993,0.103365086,32211200,AAPL
1981-05-22,0.1400669962,0.1411830038,0.1400669962,0.1400669962,0.1081023142,31427200,AAPL
1981-05-26,0.1400669962,0.1400669962,0.1395090073,0.1395090073,0.1076717302,85344000,AAPL
1981-05-27,0.1473210007,0.1478790045,0.1473210007,0.1473210007,0.1137009189,149497600,AAPL
1981-05-28,0.1473210007,0.1478790045,0.1473210007,0.1473210007,0.1137009189,73987200,AAPL
1981-05-29,0.1478790045,0.1484380066,0.1478790045,0.1478790045,0.1141315997,59382400,AAPL
1981-06-01,0.1478790045,0.1484380066,0.1478790045,0.1478790045,0.1141315997,51251200,AAPL
1981-06-02,0.1411830038,0.1411830038,0.140625,0.140625,0.1085329726,40432000,AAPL
1981-06-03,0.140625,0.1417409927,0.140625,0.140625,0.1085329726,39446400,AAPL
1981-06-04,0.143415004,0.1439729929,0.143415004,0.143415004,0.110686332,56067200,AAPL
1981-06-05,0.1417409927,0.1417409927,0.1411830038,0.1411830038,0.1089636534,57680000,AAPL
1981-06-08,0.1367190033,0.1367190033,0.1361609995,0.1361609995,0.1050877348,93497600,AAPL
1981-06-09,0.1389510036,0.1395090073,0.1389510036,0.1389510036,0.1072410494,119593600,AAPL
1981-06-10,0.140625,0.1422989964,0.140625,0.140625,0.1085329726,25222400,AAPL
1981-06-11,0.1467629969,0.1473210007,0.1467629969,0.1467629969,0.113270238,38976000,AAPL
1981-06-12,0.1456470042,0.1456470042,0.1450890005,0.1450890005,0.111978285,25804800,AAPL
1981-06-15,0.1450890005,0.1450890005,0.1445309967,0.1445309967,0.1115476266,143763200,AAPL
1981-06-16,0.1422989964,0.1422989964,0.1417409927,0.1417409927,0.1093943343,37251200,AAPL
1981-06-17,0.1400669962,0.1400669962,0.1395090073,0.1395090073,0.1076717302,27574400,AAPL
1981-06-18,0.1395090073,0.1400669962,0.1389510036,0.1389510036,0.1072410494,23049600,AAPL
1981-06-19,0.1356029958,0.1356029958,0.1350450069,0.1350450069,0.1042264104,27507200,AAPL
1981-06-22,0.1305799931,0.1305799931,0.1300220042,0.1300220042,0.1003497541,10841600,AAPL
1981-06-23,0.1322540045,0.1333709955,0.1322540045,0.1322540045,0.1020723581,15030400,AAPL
1981-06-24,0.1300220042,0.1300220042,0.1289059967,0.1289059967,0.09948839247,23027200,AAPL
1981-06-25,0.1316960007,0.1322540045,0.1316960007,0.1316960007,0.101641722,24259200,AAPL
1981-06-26,0.1311379969,0.1311379969,0.1300220042,0.1300220042,0.1003497541,23788800,AAPL
1981-06-29,0.1266739964,0.1266739964,0.1255580038,0.1255580038,0.09690445662,10595200,AAPL
1981-06-30,0.116628997,0.116628997,0.1160710007,0.1160710007,0.08958248049,35907200,AAPL
1981-07-01,0.1155129969,0.1155129969,0.1149550006,0.1149550006,0.08872111887,170464000,AAPL
1981-07-02,0.1149550006,0.1155129969,0.1149550006,0.1149550006,0.08872111887,30284800,AAPL
1981-07-06,0.1121649966,0.1121649966,0.1110489964,0.1110489964,0.0857065618,16531200,AAPL
1981-07-07,0.1121649966,0.1132809967,0.1121649966,0.1121649966,0.08656786382,15836800,AAPL
1981-07-08,0.116628997,0.1171879992,0.116628997,0.116628997,0.0900131166,16620800,AAPL
1981-07-09,0.1082589999,0.1082589999,0.1077010036,0.1077010036,0.0831226334,32883200,AAPL
1981-07-10,0.09988799691,0.09988799691,0.09933000058,0.09933000058,0.07666191459,55171200,AAPL
1981-07-13,0.1015629992,0.102121003,0.1015629992,0.1015629992,0.07838531584,45740800,AAPL
1981-07-14,0.1060269997,0.1071429998,0.1060269997,0.1060269997,0.08183061332,19779200,AAPL
1981-07-15,0.1088170037,0.109375,0.1088170037,0.1088170037,0.08398390561,10953600,AAPL
1981-07-16,0.1116070002,0.1127230003,0.1116070002,0.1116070002,0.08613722026,15232000,AAPL
1981-07-17,0.1155129969,0.1160710007,0.1155129969,0.1155129969,0.08915181458,19824000,AAPL
1981-07-20,0.1082589999,0.1082589999,0.1077010036,0.1077010036,0.0831226334,23654400,AAPL
1981-07-21,0.1077010036,0.1077010036,0.1071429998,0.1071429998,0.08269196749,31942400,AAPL
1981-07-22,0.102121003,0.102121003,0.101003997,0.101003997,0.07795390487,22668800,AAPL
1981-07-23,0.1037949994,0.1043530032,0.1037949994,0.1037949994,0.08010800928,34451200,AAPL
1981-07-24,0.1071429998,0.1077010036,0.1071429998,0.1071429998,0.08269196749,28851200,AAPL
1981-07-27,0.1116070002,0.1121649966,0.1116070002,0.1116070002,0.08613722026,17337600,AAPL
1981-07-28,0.1082589999,0.1082589999,0.1077010036,0.1077010036,0.0831226334,22848000,AAPL
1981-07-29,0.1065850034,0.1065850034,0.1060269997,0.1060269997,0.08183061332,15500800,AAPL
1981-07-30,0.1099329963,0.1110489964,0.1099329963,0.1099329963,0.08484522253,9900800,AAPL
1981-07-31,0.1116070002,0.1121649966,0.1116070002,0.1116070002,0.08613722026,10953600,AAPL
1981-08-03,0.1116070002,0.1116070002,0.1104910001,0.1104910001,0.08527588844,12432000,AAPL
1981-08-04,0.1121649966,0.1127230003,0.1121649966,0.1121649966,0.08656786382,31673600,AAPL
1981-08-05,0.1155129969,0.1160710007,0.1155129969,0.1155129969,0.08915181458,17494400,AAPL
1981-08-06,0.1132809967,0.1132809967,0.1127230003,0.1127230003,0.08699855208,10528000,AAPL
1981-08-07,0.1127230003,0.1132809967,0.1127230003,0.1127230003,0.08699855208,9206400,AAPL
1981-08-10,0.1127230003,0.1127230003,0.1127230003,0.1127230003,0.08699855208,0,AAPL
1981-08-11,0.1104910001,0.1104910001,0.109375,0.109375,0.08441456407,71456000,AAPL
1981-08-12,0.1077010036,0.1077010036,0.1071429998,0.1071429998,0.08269196749,26275200,AAPL
1981-08-13,0.1043530032,0.1043530032,0.1037949994,0.1037949994,0.08010800928,27484800,AAPL
1981-08-14,0.1032370031,0.1032370031,0.102121003,0.102121003,0.0788160041,24192000,AAPL
1981-08-17,0.09988799691,0.09988799691,0.0987719968,0.0987719968,0.07623125613,18905600,AAPL
1981-08-18,0.09765599668,0.09765599668,0.09653999656,0.09653999656,0.07450865209,17001600,AAPL
1981-08-19,0.09653999656,0.09653999656,0.09542399645,0.09542399645,0.07364732772,20675200,AAPL
1981-08-20,0.09653999656,0.09709800035,0.09653999656,0.09653999656,0.07450865209,17113600,AAPL
1981-08-21,0.09096000344,0.09096000344,0.08984400332,0.08984400332,0.06934074312,41910400,AAPL
1981-08-24,0.0848210007,0.0848210007,0.08426299691,0.08426299691,0.06503332406,23072000,AAPL
1981-08-25,0.08649600297,0.0870539993,0.08649600297,0.08649600297,0.06675677747,40700800,AAPL
1981-08-26,0.08537899703,0.08537899703,0.0848210007,0.0848210007,0.06546400487,33600000,AAPL
1981-08-27,0.08537899703,0.08593799919,0.08537899703,0.08537899703,0.06589467078,25916800,AAPL
1981-08-28,0.08984400332,0.09040199965,0.08984400332,0.08984400332,0.06934074312,38035200,AAPL
1981-08-31,0.08984400332,0.09040199965,0.08984400332,0.08984400332,0.06934074312,40947200,AAPL
1981-09-01,0.09542399645,0.09598200023,0.09542399645,0.09542399645,0.07364732772,37027200,AAPL
1981-09-02,0.09709800035,0.09765599668,0.09709800035,0.09709800035,0.0749393031,19376000,AAPL
1981-09-03,0.09319200367,0.09319200367,0.09207600355,0.09207600355,0.07106336951,37475200,AAPL
1981-09-04,0.09151799977,0.09151799977,0.09096000344,0.09096000344,0.07020204514,15254400,AAPL
1981-09-08,0.0887280032,0.0887280032,0.08816999942,0.08816999942,0.06804875284,25446400,AAPL
1981-09-09,0.08816999942,0.0887280032,0.08816999942,0.08816999942,0.06804875284,30531200,AAPL
1981-09-10,0.0887280032,0.08928599954,0.0887280032,0.0887280032,0.0684793815,34809600,AAPL
1981-09-11,0.08816999942,0.08816999942,0.08761200309,0.08761200309,0.06761804968,17539200,AAPL
1981-09-14,0.08537899703,0.08537899703,0.0848210007,0.0848210007,0.06546400487,27686400,AAPL
1981-09-15,0.0831469968,0.0831469968,0.08258900046,0.08258900046,0.06374140084,19510400,AAPL
1981-09-16,0.08147300035,0.08147300035,0.08091499656,0.08091499656,0.06244938076,19353600,AAPL
1981-09-17,0.07924100012,0.07924100012,0.07868299633,0.07868299633,0.06072678417,19376000,AAPL
1981-09-18,0.07924100012,0.07979899645,0.07924100012,0.07924100012,0.0611574091,26320000,AAPL
1981-09-21,0.07979899645,0.08035700023,0.07979899645,0.07979899645,0.06158809364,49033600,AAPL
1981-09-22,0.07589299977,0.07589299977,0.07533500344,0.07533500344,0.05814279988,47420800,AAPL
1981-09-23,0.07477699965,0.07477699965,0.07366099954,0.07366099954,0.05685083941,28201600,AAPL
1981-09-24,0.07366099954,0.07366099954,0.0731030032,0.0731030032,0.05642017722,18300800,AAPL
1981-09-25,0.06473200023,0.06473200023,0.06361600012,0.06361600012,0.04909820855,34608000,AAPL
1981-09-28,0.06417399645,0.06473200023,0.06417399645,0.06417399645,0.04952886701,91728000,AAPL
1981-09-29,0.0675219968,0.06808000058,0.0675219968,0.0675219968,0.05211281404,94684800,AAPL
1981-09-30,0.06808000058,0.06863799691,0.06808000058,0.06808000058,0.05254348367,49996800,AAPL
1981-10-01,0.06808000058,0.06863799691,0.06808000058,0.06808000058,0.05254348367,61129600,AAPL
1981-10-02,0.07366099954,0.07421900332,0.07366099954,0.07366099954,0.05685083941,45046400,AAPL
1981-10-05,0.07589299977,0.07700899988,0.07589299977,0.07589299977,0.05857346952,43097600,AAPL
1981-10-06,0.07589299977,0.07589299977,0.07533500344,0.07533500344,0.05814279988,28358400,AAPL
1981-10-07,0.07979899645,0.08091499656,0.07979899645,0.07979899645,0.06158809364,38841600,AAPL
1981-10-08,0.08258900046,0.0831469968,0.08258900046,0.08258900046,0.06374140084,31091200,AAPL
1981-10-09,0.0831469968,0.08426299691,0.0831469968,0.0831469968,0.0641720295,54521600,AAPL
1981-10-12,0.08593799919,0.08649600297,0.08593799919,0.08593799919,0.06632611901,27350400,AAPL
1981-10-13,0.08593799919,0.0870539993,0.08593799919,0.08593799919,0.06632611901,44195200,AAPL
1981-10-14,0.08147300035,0.08147300035,0.08091499656,0.08091499656,0.06244938076,30979200,AAPL
1981-10-15,0.08258900046,0.0831469968,0.08258900046,0.08258900046,0.06374140084,29433600,AAPL
1981-10-16,0.08203099668,0.08203099668,0.08147300035,0.08147300035,0.06288003922,36467200,AAPL
1981-10-19,0.0831469968,0.08370500058,0.0831469968,0.0831469968,0.0641720295,20585600,AAPL
1981-10-20,0.08761200309,0.08816999942,0.08761200309,0.08761200309,0.06761804968,35728000,AAPL
1981-10-21,0.08761200309,0.08816999942,0.08761200309,0.08761200309,0.06761804968,76899200,AAPL
1981-10-22,0.08761200309,0.08761200309,0.0870539993,0.0870539993,0.06718743593,32278400,AAPL
1981-10-23,0.08537899703,0.08537899703,0.0848210007,0.0848210007,0.06546400487,27910400,AAPL
1981-10-26,0.0848210007,0.08537899703,0.0848210007,0.0848210007,0.06546400487,27283200,AAPL
1981-10-27,0.08649600297,0.08761200309,0.08649600297,0.08649600297,0.06675677747,85590400,AAPL
1981-10-28,0.08928599954,0.08984400332,0.08928599954,0.08928599954,0.06891006231,44172800,AAPL
1981-10-29,0.0887280032,0.0887280032,0.08816999942,0.08816999942,0.06804875284,30486400,AAPL
1981-10-30,0.08928599954,0.08984400332,0.08928599954,0.08928599954,0.06891006231,52729600,AAPL
1981-11-02,0.08928599954,0.08984400332,0.08928599954,0.08928599954,0.06891006231,36915200,AAPL
1981-11-03,0.0887280032,0.0887280032,0.08816999942,0.08816999942,0.06804875284,28380800,AAPL
1981-11-04,0.08649600297,0.08649600297,0.08593799919,0.08593799919,0.06632611901,23811200,AAPL
1981-11-05,0.08035700023,0.08035700023,0.07979899645,0.07979899645,0.06158809364,23363200,AAPL
1981-11-06,0.08035700023,0.08091499656,0.08035700023,0.08035700023,0.06201875582,24595200,AAPL
1981-11-09,0.08147300035,0.08203099668,0.08147300035,0.08147300035,0.06288003922,20384000,AAPL
1981-11-10,0.08203099668,0.08258900046,0.08203099668,0.08203099668,0.06331070513,16755200,AAPL
1981-11-11,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,27440000,AAPL
1981-11-12,0.0870539993,0.08761200309,0.0870539993,0.0870539993,0.06718743593,39916800,AAPL
1981-11-13,0.08147300035,0.08147300035,0.08091499656,0.08091499656,0.06244938076,21011200,AAPL
1981-11-16,0.08035700023,0.08035700023,0.07979899645,0.07979899645,0.06158809364,22556800,AAPL
1981-11-17,0.08147300035,0.08203099668,0.08147300035,0.08147300035,0.06288003922,35414400,AAPL
1981-11-18,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,29142400,AAPL
1981-11-19,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,40006400,AAPL
1981-11-20,0.0848210007,0.08537899703,0.0848210007,0.0848210007,0.06546400487,38102400,AAPL
1981-11-23,0.08203099668,0.08203099668,0.08091499656,0.08091499656,0.06244938076,22960000,AAPL
1981-11-24,0.08091499656,0.08091499656,0.08035700023,0.08035700023,0.06201875582,22153600,AAPL
1981-11-25,0.08203099668,0.08258900046,0.08203099668,0.08203099668,0.06331070513,52550400,AAPL
1981-11-27,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,37251200,AAPL
1981-11-30,0.08370500058,0.08370500058,0.0831469968,0.0831469968,0.0641720295,23968000,AAPL
1981-12-01,0.0831469968,0.08370500058,0.0831469968,0.0831469968,0.0641720295,23385600,AAPL
1981-12-02,0.08370500058,0.08426299691,0.08370500058,0.08370500058,0.06460269541,37564800,AAPL
1981-12-03,0.0831469968,0.0831469968,0.08258900046,0.08258900046,0.06374140084,20428800,AAPL
1981-12-04,0.0848210007,0.08537899703,0.0848210007,0.0848210007,0.06546400487,137155200,AAPL
1981-12-07,0.08537899703,0.08593799919,0.08537899703,0.08537899703,0.06589467078,59292800,AAPL
1981-12-08,0.0848210007,0.0848210007,0.08370500058,0.08370500058,0.06460269541,50624000,AAPL
1981-12-09,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,34272000,AAPL
1981-12-10,0.08426299691,0.0848210007,0.08426299691,0.08426299691,0.06503332406,37408000,AAPL
1981-12-11,0.08426299691,0.0848210007,0.08370500058,0.08370500058,0.06460269541,76092800,AAPL
1981-12-14,0.08203099668,0.08203099668,0.08091499656,0.08091499656,0.06244938076,25244800,AAPL
1981-12-15,0.0831469968,0.08370500058,0.0831469968,0.0831469968,0.0641720295,31315200,AAPL
1981-12-16,0.0870539993,0.08761200309,0.0870539993,0.0870539993,0.06718743593,65452800,AAPL
1981-12-17,0.09430799633,0.09486600012,0.09430799633,0.09430799633,0.07278598845,51452800,AAPL
1981-12-18,0.102121003,0.1026789993,0.102121003,0.102121003,0.0788160041,71724800,AAPL
1981-12-21,0.09821400046,0.09821400046,0.09765599668,0.09765599668,0.07536990941,56403200,AAPL
1981-12-22,0.09933000058,0.09988799691,0.09933000058,0.09933000058,0.07666191459,53827200,AAPL
1981-12-23,0.09765599668,0.09765599668,0.09709800035,0.09709800035,0.0749393031,28896000,AAPL
1981-12-24,0.09765599668,0.09821400046,0.09765599668,0.09765599668,0.07536990941,28918400,AAPL
1981-12-28,0.09430799633,0.09430799633,0.09319200367,0.09319200367,0.07192470133,36579200,AAPL
1981-12-29,0.09486600012,0.09598200023,0.09486600012,0.09486600012,0.07321665436,24236800,AAPL
1981-12-30,0.0987719968,0.09933000058,0.0987719968,0.0987719968,0.07623125613,32188800,AAPL
1981-12-31,0.0987719968,0.09933000058,0.0987719968,0.0987719968,0.07623125613,54656000,AAPL
1982-01-04,0.0987719968,0.0987719968,0.09821400046,0.09821400046,0.07580062002,71254400,AAPL
1982-01-05,0.09430799633,0.09430799633,0.09319200367,0.09319200367,0.07192470133,35840000,AAPL
1982-01-06,0.09263399988,0.09263399988,0.09207600355,0.09207600355,0.07106336951,66080000,AAPL
1982-01-07,0.08593799919,0.08593799919,0.0848210007,0.0848210007,0.06546400487,70044800,AAPL
1982-01-08,0.0887280032,0.08928599954,0.0887280032,0.0887280032,0.0684793815,56604800,AAPL
1982-01-11,0.08370500058,0.08370500058,0.0831469968,0.0831469968,0.0641720295,33331200,AAPL
1982-01-12,0.08091499656,0.08091499656,0.08035700023,0.08035700023,0.06201875582,59920000,AAPL
1982-01-13,0.08035700023,0.08035700023,0.07979899645,0.07979899645,0.06158809364,41753600,AAPL
1982-01-14,0.08370500058,0.08426299691,0.08370500058,0.08370500058,0.06460269541,25715200,AAPL
1982-01-15,0.08928599954,0.09040199965,0.08928599954,0.08928599954,0.06891006231,46704000,AAPL
