Date,Open,High,Low,Close,Adj Close,Volume
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.33369255065918,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.456586837768555,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.456586837768555,30800
1993-03-17,45.25,45.25,44.96875,45.03125,25.298572540283203,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,25.456586837768555,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.418062210083008,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.276939392089844,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.32985496520996,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.32985496520996,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.488601684570312,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.34750747680664,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.453336715698242,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.523897171020508,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.506254196166992,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.418062210083008,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,24.888870239257812,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.01235580444336,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,24.941797256469727,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,25.02999496459961,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,24.99472427368164,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.34750747680664,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.400423049926758,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.36515235900879,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.36515235900879,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.36515235900879,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,25.259296417236328,157000
1993-04-20,44.6875,44.75,44.25,44.53125,25.135835647583008,279500
1993-04-21,44.625,44.625,44.375,44.5,25.11819076538086,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,24.800689697265625,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.69485092163086,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.500823974609375,62600
1993-04-27,43.34375,43.875,43.34375,43.875,24.765411376953125,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.71248435974121,85900
1993-04-29,43.875,43.96875,43.625,43.96875,24.81832504272461,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,24.853593826293945,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.01235580444336,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,25.100561141967773,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.171100616455078,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.082902908325195,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.02999496459961,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.082902908325195,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.188739776611328,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.153465270996094,31000
1993-05-13,44.375,44.375,44.0,44.03125,24.853593826293945,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,24.83597183227539,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,24.92414665222168,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,24.906517028808594,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.418062210083008,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.488601684570312,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.259296417236328,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.36515235900879,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.418062210083008,191800
1993-05-26,45.15625,45.625,45.125,45.59375,25.735559463500977,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.647369384765625,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.523897171020508,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,25.770830154418945,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,25.735559463500977,20300
1993-06-03,45.5,45.5,45.34375,45.4375,25.647369384765625,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,25.559167861938477,32000
1993-06-07,45.375,45.375,45.125,45.125,25.470966339111328,121400
1993-06-08,45.0,45.0,44.71875,44.71875,25.24164390563965,104500
1993-06-09,44.875,45.0625,44.8125,44.875,25.32985496520996,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,25.34750747680664,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,25.453336715698242,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,25.418062210083008,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,25.36515235900879,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,25.418062210083008,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,25.506254196166992,37400
1993-06-18,44.84375,44.84375,44.5,44.5,25.296205520629883,58500
1993-06-21,44.625,44.625,44.53125,44.59375,25.349502563476562,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,25.367263793945312,137500
1993-06-23,44.625,44.625,44.21875,44.21875,25.136320114135742,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,25.47385597229004,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,25.456098556518555,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,25.740310668945312,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,25.615955352783203,207500
1993-06-30,45.125,45.21875,45.0,45.0625,25.615955352783203,437600
1993-07-01,45.125,45.125,44.875,44.9375,25.544906616210938,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,25.40279197692871,285400
1993-07-06,44.625,44.75,44.15625,44.21875,25.136320114135742,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,25.207387924194336,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,25.491621017456055,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,25.562665939331055,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,25.544906616210938,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,25.527137756347656,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,25.615955352783203,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,25.509380340576172,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,25.438318252563477,216400
1993-07-19,44.75,44.75,44.59375,44.71875,25.420557022094727,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,25.491621017456055,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,25.47385597229004,142700
1993-07-22,44.75,44.8125,44.5,44.5,25.296205520629883,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,25.420557022094727,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,25.562665939331055,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,25.544906616210938,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,25.491621017456055,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,25.633737564086914,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,25.491621017456055,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,25.562665939331055,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,25.5804386138916,81600
1993-08-04,45.0,45.09375,44.875,45.0,25.5804386138916,434000
1993-08-05,45.0,45.0,44.84375,44.90625,25.527137756347656,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,25.562665939331055,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,25.70479393005371,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,25.687021255493164,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,25.687021255493164,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,25.615955352783203,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,25.6514892578125,103500
1993-08-16,45.15625,45.5,45.15625,45.375,25.793609619140625,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,25.8824405670166,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,26.024539947509766,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,26.024539947509766,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,26.04229736328125,80700
1993-08-23,45.625,45.75,45.625,45.71875,25.9890193939209,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,26.273235321044922,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,26.291000366210938,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,26.308774948120117,120000
1993-08-27,46.15625,46.25,46.15625,46.25,26.291000366210938,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,26.3975830078125,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,26.468650817871094,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,26.43312644958496,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,26.34428596496582,472400
1993-09-03,46.3125,46.4375,46.25,46.375,26.362060546875,630500
1993-09-07,46.375,46.4375,46.0,46.0625,26.184412002563477,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,26.095609664916992,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,26.148895263671875,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,26.37982177734375,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,26.3975830078125,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,26.291000366210938,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,26.362060546875,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,26.255470275878906,54300
1993-09-17,45.875,45.90625,45.75,45.8125,26.20456314086914,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,25.99005889892578,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,25.90068244934082,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,26.115188598632812,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,26.258209228515625,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,26.18670082092285,53500
1993-09-27,46.125,46.28125,46.125,46.28125,26.472707748413086,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,26.419069290161133,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,26.329710006713867,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,26.27606201171875,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,26.401195526123047,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,26.43692970275879,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,26.401195526123047,436500
1993-10-06,46.1875,46.375,46.125,46.125,26.383319854736328,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,26.31182098388672,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,26.347562789916992,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,26.401195526123047,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,26.43692970275879,26200
1993-10-13,46.25,46.25,46.15625,46.21875,26.43692970275879,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,26.77657127380371,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,26.919551849365234,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,26.84806251525879,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,26.65143394470215,880100
1993-10-20,46.75,46.75,46.5625,46.65625,26.687204360961914,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,26.65143394470215,56200
1993-10-22,46.65625,46.84375,46.375,46.375,26.526317596435547,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,26.59781837463379,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,26.579944610595703,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,26.59781837463379,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,26.794424057006836,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,26.794424057006836,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,26.865936279296875,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,26.84806251525879,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,26.50844383239746,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,26.222448348999023,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,26.347562789916992,363200
1993-11-08,46.09375,46.25,45.96875,46.125,26.383319854736328,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,26.401195526123047,246900
1993-11-10,46.15625,46.5,46.03125,46.5,26.59781837463379,46500
1993-11-11,46.5,46.625,46.34375,46.375,26.526317596435547,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,26.65143394470215,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,26.6335506439209,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,26.758689880371094,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,26.615697860717773,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,26.54420280456543,240800
1993-11-19,46.25,46.375,46.21875,46.3125,26.490568161010742,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,26.329710006713867,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,26.472707748413086,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,26.579944610595703,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,26.59781837463379,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,26.490568161010742,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,26.50844383239746,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,26.54420280456543,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,26.615697860717773,352000
1993-12-03,46.5,46.71875,46.5,46.71875,26.72294044494629,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,26.812313079833984,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,26.794424057006836,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,26.794424057006836,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,26.705062866210938,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,26.65143394470215,412900
1993-12-13,46.59375,46.875,46.53125,46.875,26.812313079833984,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,26.615697860717773,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,26.579944610595703,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,26.6693172454834,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,26.815872192382812,104700
1993-12-20,46.53125,46.65625,46.5,46.625,26.85187530517578,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,26.76189613342285,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,26.941862106323242,410300
1993-12-23,46.75,46.84375,46.6875,46.75,26.923871994018555,533800
1993-12-27,46.75,47.0,46.75,47.0,27.067846298217773,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,27.1218318939209,880600
1993-12-29,47.125,47.15625,47.0,47.03125,27.085834503173828,266700
1993-12-30,47.0,47.0,46.75,46.84375,26.97785186767578,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,26.833885192871094,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,26.76189613342285,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,26.8698787689209,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,26.923871994018555,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,26.923871994018555,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,27.085834503173828,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,27.4097900390625,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,27.35579490661621,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,27.265819549560547,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,27.193830490112305,244300
1994-01-14,47.375,47.5,47.375,47.40625,27.30181121826172,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,27.30181121826172,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,27.33780288696289,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,27.265819549560547,200800
1994-01-20,47.40625,47.5,47.375,47.46875,27.33780288696289,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,27.283803939819336,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,27.17582893371582,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,27.17582893371582,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,27.247814178466797,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,27.499786376953125,344500
1994-01-28,47.9375,48.03125,47.875,47.875,27.571760177612305,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,27.769729614257812,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,27.625749588012695,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,27.80573272705078,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,27.679759979248047,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,27.049846649169922,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.17582893371582,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.193830490112305,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,27.30181121826172,144600
1994-02-10,47.375,47.40625,47.0,47.0,27.067846298217773,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,27.15782928466797,519400
1994-02-14,47.0625,47.375,47.0,47.21875,27.193830490112305,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,27.33780288696289,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.3198184967041,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,27.15782928466797,342400
1994-02-18,47.1875,47.21875,46.75,46.875,26.995847702026367,313300
1994-02-22,47.0,47.34375,47.0,47.34375,27.265819549560547,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.193830490112305,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,26.833885192871094,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,26.95986557006836,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,26.95986557006836,333000
1994-03-01,46.8125,46.90625,46.375,46.625,26.85187530517578,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,26.887880325317383,581500
1994-03-03,46.625,46.625,46.4375,46.5625,26.815872192382812,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,26.887880325317383,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,27.031845092773438,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,26.923871994018555,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,27.049846649169922,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,26.833885192871094,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,26.97785186767578,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,27.01386260986328,345900
1994-03-15,47.0,47.09375,46.84375,46.875,26.995847702026367,748600
1994-03-16,46.9375,47.25,46.78125,47.25,27.21181297302246,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,27.21181297302246,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,27.20588493347168,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,27.13347625732422,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,27.20588493347168,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,27.18777847290039,698500
1994-03-24,46.75,46.84375,46.15625,46.375,26.861976623535156,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,26.608537673950195,100900
1994-03-28,46.0,46.0625,45.59375,46.0,26.644765853881836,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,26.11983299255371,338400
1994-03-30,45.125,45.25,44.46875,44.46875,25.757793426513672,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,25.830190658569336,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,25.431983947753906,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,25.9569091796875,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,25.9569091796875,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,26.083627700805664,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,25.884511947631836,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,25.993120193481445,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,25.9569091796875,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,25.821147918701172,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,25.830190658569336,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,25.830190658569336,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,25.65824317932129,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,25.694448471069336,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,25.66729736328125,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,26.011219024658203,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,25.984066009521484,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,26.255590438842773,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,26.228429794311523,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,26.038362503051758,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,26.11983299255371,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,26.282747268676758,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,26.255590438842773,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,26.210317611694336,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,26.174118041992188,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,25.920696258544922,216300
1994-05-09,44.625,44.75,44.28125,44.359375,25.694448471069336,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,25.893545150756836,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,25.65824317932129,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,25.78495979309082,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,25.78495979309082,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,25.794025421142578,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,26.174118041992188,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,26.364177703857422,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.49090003967285,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,26.391342163085938,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,26.346088409423828,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,26.45469093322754,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,26.527090072631836,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,26.54519271850586,369600
1994-05-27,45.75,45.875,45.671875,45.875,26.572357177734375,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,26.536149978637695,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,26.653785705566406,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,26.62665557861328,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,26.78049659729004,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,26.771455764770508,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,26.73525619506836,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,26.518049240112305,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,26.66286277770996,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,26.70810890197754,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,26.744314193725586,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,26.95246124267578,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,26.843862533569336,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,26.898164749145508,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,26.748035430908203,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,26.52027130126953,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,26.29252052307129,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,26.39273452758789,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,26.23784828186035,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,25.691226959228516,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.137632369995117,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,26.01009178161621,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,26.092069625854492,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,25.928085327148438,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,25.982746124267578,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,26.119413375854492,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,26.08296775817871,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,26.192304611206055,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,26.183191299438477,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,26.092069625854492,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,26.128522872924805,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,26.174083709716797,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,26.456510543823242,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,26.465604782104492,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,26.51115608215332,72300
1994-07-19,45.546875,45.5625,45.375,45.375,26.456510543823242,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,26.338058471679688,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.39273452758789,86300
1994-07-22,45.375,45.40625,45.25,45.34375,26.43827247619629,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,26.47471046447754,120900
